iter	Logloss
0	0.6119809135
1	0.5311656903
2	0.4672744559
3	0.422053999
4	0.2926216071
5	0.1998243158
6	0.1439721604
7	0.1058029263
8	0.07959612532
9	0.06217712443
10	0.05017008623
11	0.0422392774
12	0.03211012832
13	0.02461085277
14	0.01940347783
15	0.01567512007
16	0.01302421002
17	0.01108559204
18	0.009768362673
19	0.008746873932
20	0.007518214305
21	0.006609033455
22	0.005915246018
23	0.005298566379
24	0.005240538702
25	0.005173881099
26	0.005130282179
27	0.004645112709
28	0.004247237353
29	0.004000131373
30	0.003683767316
31	0.003657204056
32	0.003354663022
33	0.003274654708
34	0.003226476561
35	0.003210999769
36	0.003092196186
37	0.003056634372
38	0.003022142493
39	0.002996459461
40	0.00299645285
41	0.002996449317
42	0.002957022686
43	0.002768114212
44	0.002741393898
45	0.00271082194
46	0.0026831911
47	0.002665736921
48	0.002610191711
49	0.002610184287
50	0.002610184287
51	0.00245747714
52	0.002457473722
53	0.002432140577
54	0.002432136098
55	0.002404669237
56	0.002383706742
57	0.002370693446
58	0.002314943792
59	0.002258419213
60	0.002201143168
61	0.002201136778
62	0.002201133005
63	0.002189386596
64	0.002189367832
65	0.00217675002
66	0.002176747398
67	0.002176740383
68	0.002143998029
69	0.002143992605
70	0.002118313348
71	0.00196365164
72	0.001898912231
73	0.001881065447
74	0.001863237925
75	0.001850835089
76	0.001719266964
77	0.001703380018
78	0.001693413394
79	0.001683941844
80	0.001641495905
81	0.001641481661
82	0.001574058118
83	0.001563696654
84	0.001534624057
85	0.001525244949
86	0.001525235982
87	0.00151064508
88	0.001498814288
89	0.001498814288
90	0.001446007797
91	0.001429041674
92	0.001387276774
93	0.001387274035
94	0.001362710012
95	0.001353899103
96	0.001332916275
97	0.001332903057
98	0.001320390746
99	0.001320382404
100	0.001320377796
101	0.001320377796
102	0.001320373159
103	0.001320364334
104	0.001291518384
105	0.001282647813
106	0.001282642874
107	0.001241517995
108	0.001228700064
109	0.001228677249
110	0.001228677249
111	0.001167845266
112	0.001167845266
113	0.001155693132
114	0.001155693132
115	0.001150639967
116	0.001131690397
117	0.001127733242
118	0.001127721398
119	0.001110003776
120	0.001109998016
121	0.001109987599
122	0.001037811185
123	0.0009865266601
124	0.0009793336255
125	0.0009677762965
126	0.0009472425513
127	0.0009159225415
128	0.0009159225415
129	0.0009159205298
130	0.0009159120587
131	0.0009159096702
132	0.0009159096702
133	0.0009043817527
134	0.0009043786414
135	0.0009043714177
136	0.0009043669751
137	0.0009043624999
138	0.0008776381674
139	0.0008776381674
140	0.0008604586235
141	0.0008604568385
142	0.0008371121912
143	0.0008371113637
144	0.0008371113637
145	0.000837101828
146	0.000832857117
147	0.000819133726
148	0.0008025639508
149	0.000802558967
150	0.0008025571532
151	0.0008025571532
152	0.0008025571532
153	0.0008025571532
154	0.0008025556911
155	0.000802551916
156	0.000802551916
157	0.0007822084535
158	0.0007822084535
159	0.0007822054017
160	0.0007791798241
161	0.0007791775328
162	0.0007791739948
163	0.0007791695988
164	0.0007791695988
165	0.0007791650915
166	0.0007791650915
167	0.0007791650915
168	0.0007791592611
169	0.0007791534317
170	0.0007791447473
171	0.0007791383424
172	0.0007791325947
173	0.000779130637
174	0.0007791219582
175	0.0007791219582
176	0.000779114502
177	0.000779114502
178	0.0007791104522
179	0.000779108967
180	0.000779108967
181	0.0007790950905
182	0.0007790884535
183	0.0007790854982
184	0.0007790833042
185	0.0007790772089
186	0.0007790756902
187	0.0007790721606
188	0.0007790707415
189	0.0007790632954
190	0.0007717660197
191	0.0007717588777
192	0.0007717558924
193	0.0007717502313
194	0.0007717430922
195	0.0007717430922
196	0.0007717430922
197	0.0007717430922
198	0.0007717401094
199	0.0007717329723
200	0.0007717295721
201	0.0007717295721
202	0.0007717295721
203	0.000771723591
204	0.0007717178661
205	0.0007717163721
206	0.0007717028861
207	0.0007716886275
208	0.0007716852315
209	0.0007716816137
210	0.0007716816137
211	0.0007716816137
212	0.0007716756613
213	0.0007716756613
214	0.0007716756613
215	0.0007716741692
216	0.0007716741692
217	0.0007716674344
218	0.0007716659426
219	0.0007716659426
220	0.0007716659426
221	0.0007716625487
222	0.0007716591552
223	0.0007716557621
224	0.0007716557621
225	0.0007716523693
226	0.0007716523693
227	0.0007716523693
228	0.0007716523693
229	0.0007716495135
230	0.0007716495135
231	0.0007716495135
232	0.0007716480226
233	0.0007716446305
234	0.0007716446305
235	0.0007716446305
236	0.0007716410167
237	0.0007716395262
238	0.0007716359129
239	0.0007716359129
240	0.0007716325221
241	0.0007716291316
242	0.0007716262781
243	0.0007716234253
244	0.0007716234253
245	0.0007716205732
246	0.0007716169618
247	0.0007716141106
248	0.0007716112601
249	0.0007716076494
250	0.0007716061613
251	0.0007716061613
252	0.000771602773
253	0.0007716012851
254	0.0007716012851
255	0.0007715984364
256	0.0007715950488
257	0.0007715922009
258	0.0007715893538
259	0.0007715893538
260	0.0007715878673
261	0.0007715878673
262	0.0007715850212
263	0.0007715835352
264	0.0007715835352
265	0.0007715820494
266	0.0007715792047
267	0.0007715792047
268	0.0007715755967
269	0.0007715719892
270	0.0007715691456
271	0.0007715691456
272	0.0007715691456
273	0.0007715655386
274	0.0007715655386
275	0.0007715655386
276	0.0007715655386
277	0.0007715626959
278	0.0007715598539
279	0.0007715570126
280	0.0007715570126
281	0.0007715570126
282	0.0007715534067
283	0.0007715534067
284	0.0007715505663
285	0.0007715505663
286	0.0007715477266
287	0.0007715477266
288	0.0007715448876
289	0.0007715448876
290	0.0007715420493
291	0.0007715285171
292	0.0007715285171
293	0.0007715256802
294	0.0007715256802
295	0.0007715256802
296	0.0007715121549
297	0.0007714986356
298	0.0007714972182
299	0.0007714972182
300	0.0007714972182
301	0.0007714958009
302	0.0007714958009
303	0.0007714958009
304	0.0007714958009
305	0.0007714958009
306	0.0007714958009
307	0.0007714958009
308	0.0007714958009
309	0.0007714958009
310	0.0007714958009
311	0.0007714943838
312	0.0007714929669
313	0.0007714794551
314	0.0007714794551
315	0.0007714794551
316	0.0007714780387
317	0.0007714780387
318	0.0007714766224
319	0.0007714766224
320	0.0007714752064
321	0.0007714752064
322	0.0007714737905
323	0.0007714737905
324	0.0007714723748
325	0.0007714667132
326	0.0007714532106
327	0.0007714532106
328	0.0007714532106
329	0.0007714532106
330	0.0007714532106
331	0.0007714532106
332	0.0007714397141
333	0.0007714397141
334	0.0007714340581
335	0.0007714340581
336	0.0007714284048
337	0.0007714269921
338	0.0007714255795
339	0.0007714213944
340	0.0007714172102
341	0.000771415798
342	0.0007714086136
343	0.0007713973217
